Date,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES
2019-01-02,181.2701568603516,67.79150390625,80.91364288330078,309.9599914550781,137.68263244628906,46.350379943847656,224.57000732421875,18.82999992370605,156.9550018310547,13.495584487915039
2019-01-03,174.4446258544922,64.59214019775389,78.24765014648438,302.2900085449219,132.98190307617188,44.70451354980469,215.6999969482422,17.049999237060547,161.85488891601562,13.486068725585938
2019-01-04,181.62139892578125,66.4356689453125,80.76854705810547,313.44000244140625,138.15272521972656,46.48835754394531,226.19000244140625,19.0,157.83953857421875,13.93338394165039
2019-01-07,181.20372009277344,67.43059539794922,81.94738006591797,314.79998779296875,138.63259887695312,47.79914093017578,229.25999450683597,20.56999969482422,160.15530395507812,14.000005722045898
2019-01-08,181.9631500244141,66.62100219726561,82.3282470703125,318.4200134277344,142.13856506347656,49.24789810180664,232.67999267578125,20.75,159.04217529296875,14.323593139648438
2019-01-09,182.55172729492188,67.73297882080078,79.62598419189453,336.3999938964844,142.85345458984375,50.0954704284668,235.42999267578125,20.190000534057614,163.4252166748047,14.295042991638185
2019-01-10,183.7858123779297,67.3818359375,79.9796371459961,335.1300048828125,143.97967529296875,50.60795211791992,237.7700042724609,19.739999771118164,164.0613250732422,14.599597930908205
2019-01-11,182.46630859375,67.62569427490234,80.07938385009766,323.79998779296875,143.2060089111328,45.86746215820313,237.5500030517578,20.270000457763672,158.44581604003906,14.647183418273926
2019-01-14,182.4282989501953,66.90052795410156,77.80294799804688,315.25,141.93289184570312,46.60662460327149,234.55999755859372,20.229999542236328,157.7501220703125,14.31407642364502
2019-01-15,179.36204528808594,69.056396484375,78.48220825195312,325.6099853515625,143.8523712158203,46.16312789916992,242.3600006103516,20.3799991607666,159.3005828857422,14.694768905639648
2019-01-16,179.87466430664062,68.41943359375,78.5280990600586,324.1300048828125,144.82188415527344,46.448936462402344,241.9499969482422,19.729999542236328,161.44737243652344,14.761391639709473
2019-01-17,181.9916534423828,69.10538482666016,80.04266357421875,330.32000732421875,146.0362548828125,46.6953239440918,244.3999938964844,20.25,165.26390075683594,14.74235725402832
2019-01-18,185.93125915527344,69.98734283447266,82.15388488769531,333.739990234375,147.3387451171875,47.94697189331055,247.50999450683597,20.770000457763672,166.5857696533203,14.799461364746096
2019-01-22,182.5137634277344,70.05593872070311,81.3828353881836,336.1300048828125,145.88934326171875,46.37994766235352,243.8500061035156,19.76000022888184,163.12704467773438,14.85656452178955
2019-01-23,182.54222106933597,68.50763702392578,81.1900634765625,336.9800109863281,145.3507080078125,45.35497665405274,245.13999938964844,19.799999237060547,163.32582092285156,15.104015350341795
2019-01-24,182.76055908203125,69.43857574462889,78.83101654052734,348.5,147.04493713378906,46.58691024780274,242.55999755859372,20.850000381469727,155.35484313964844,15.132567405700685
2019-01-25,185.96920776367188,69.72275543212889,73.92932891845703,349.3699951171875,148.70982360839844,47.1092529296875,244.9499969482422,21.93000030517578,152.28372192382812,15.113531112670898
2019-01-28,183.40609741210938,67.66487884521484,70.80838775634766,336.8999938964844,149.09173583984375,46.06457138061523,241.8500061035156,20.18000030517578,153.9136962890625,15.104015350341795
2019-01-29,186.9660186767578,68.29203796386719,71.11131286621094,330.3800048828125,148.87628173828125,45.06916809082031,238.2700042724609,19.25,154.4404296875,15.256292343139648
2019-01-30,189.1683807373047,70.24211120605469,72.57080078125,339.5899963378906,150.90347290039062,45.64078903198242,242.6699981689453,23.09000015258789,158.0681610107422,15.503744125366213
2019-01-31,190.14617919921875,71.51605224609375,73.69983673095703,351.07000732421875,150.3746337890625,46.557350158691406,247.82000732421875,24.40999984741211,158.2271728515625,15.730730056762695
2019-02-01,189.06398010253903,70.90848541259766,73.89260864257812,351.0799865722656,151.5400390625,45.345115661621094,247.3800048828125,24.51000022888184,158.0681610107422,16.009069442749027
2019-02-04,190.0607452392578,71.0456771850586,72.08429718017578,330.4100036621094,153.31260681152344,46.1039924621582,254.7400054931641,24.1299991607666,160.36402893066406,16.153032302856445
2019-02-05,190.9246063232422,71.64344024658203,73.14908599853516,344.2799987792969,154.06668090820312,47.14867401123047,254.82000732421875,23.309999465942386,160.47337341308594,16.268205642700195
2019-02-06,192.30111694335938,72.01581573486328,72.58914947509766,344.7799987792969,153.90997314453125,42.37861633300781,254.3500061035156,23.26000022888184,156.25927734375,16.2969970703125
2019-02-07,189.7095031738281,71.2808609008789,72.67176818847656,341.6099853515625,151.97091674804688,43.324745178222656,253.7400054931641,22.670000076293945,162.13316345214844,16.421770095825195
2019-02-08,189.6905212402344,71.85902404785156,73.13072204589844,341.2099914550781,152.37245178222656,42.782691955566406,257.0,23.04999923706055,161.41757202148438,16.527345657348633
2019-02-11,190.72525024414062,72.0648193359375,73.22251892089844,354.9200134277344,152.10804748535156,39.53038024902344,258.3900146484375,22.959999084472656,164.12094116210938,16.469758987426758
2019-02-12,196.09832763671875,73.55431365966797,73.36939239501953,358.0799865722656,153.39096069335938,41.067832946777344,261.3699951171875,22.81999969482422,166.8640594482422,16.488956451416016
2019-02-13,199.0886688232422,72.8879623413086,74.15879821777344,361.5,154.76197814941406,43.92593002319336,260.23001098632807,22.85000038146973,165.44281005859375,16.35458755493164
2019-02-14,195.88645935058597,72.48619079589844,73.91095733642578,357.82000732421875,154.58572387695312,44.77350234985352,260.1400146484375,23.1299991607666,167.70887756347656,16.373783111572266
2019-02-15,199.64303588867188,73.74051666259766,74.21387481689453,362.05999755859375,155.93716430664062,43.95549774169922,259.45001220703125,23.68000030517578,168.95126342773438,16.239412307739258
2019-02-19,199.2129211425781,73.49552154541016,73.91095733642578,359.3699951171875,156.1820068359375,43.83723068237305,257.8099975585937,23.95000076293945,166.11863708496094,16.488956451416016
2019-02-20,199.3276214599609,74.02470397949219,73.4244613647461,362.25,156.40725708007812,42.16179656982422,258.10000610351557,23.95000076293945,164.98561096191406,16.460163116455078
2019-02-21,198.6011505126953,73.6327133178711,72.28623962402344,358.3599853515625,156.23097229003906,41.29451370239258,257.760009765625,23.920000076293945,160.32427978515625,16.623321533203125
2019-02-22,200.11143493652344,74.60285186767578,73.45198822021484,352.6000061035156,158.16024780273438,40.900291442871094,258.89999389648443,24.36000061035156,160.48330688476562,16.82487678527832
2019-02-25,201.2871398925781,75.31820678710938,73.69983673095703,352.8900146484375,158.3267059326172,41.35364532470703,258.6199951171875,24.709999084472656,156.74627685546875,16.63292121887207
2019-02-26,200.14010620117188,75.21041870117188,73.90177154541016,342.8699951171875,158.0035400390625,41.47191619873047,261.22000122070307,24.209999084472656,161.9244384765625,16.59453010559082
2019-02-27,199.80555725097656,75.68080139160156,72.89207458496094,336.1700134277344,157.30824279785156,41.18610382080078,262.89999389648443,23.479999542236328,157.33267211914062,16.469758987426758
2019-02-28,198.2379302978516,76.06297302246094,72.73603057861328,334.5,158.04270935058594,41.531044006347656,262.5,23.53000068664551,160.79139709472656,16.536943435668945
2019-03-01,198.33349609375,77.01350402832031,73.52543640136719,348.05999755859375,160.8043975830078,42.22092819213867,264.010009765625,23.68000030517578,159.63848876953125,16.79608154296875
2019-03-04,197.7313232421875,77.04291534423828,72.9379653930664,338.20001220703125,159.45294189453125,41.18610382080078,258.16000366210943,23.3700008392334,157.43206787109375,16.43136978149414
2019-03-05,194.84457397460938,76.65093231201172,72.43311309814453,333.2099914550781,160.2853546142578,41.274803161621094,257.3800048828125,23.5,156.34873962402344,16.719301223754886
2019-03-06,193.8504943847656,76.14134979248047,71.68040466308594,317.8500061035156,159.03182983398438,41.94497680664063,256.39999389648443,22.40999984741211,157.0046844482422,16.87286376953125
2019-03-07,191.04022216796875,75.2594223022461,71.81810760498047,317.4200134277344,158.5030059814453,40.82144546508789,255.4600067138672,22.07999992370605,153.1881561279297,16.959245681762695
2019-03-08,192.02474975585938,75.09282684326172,71.2122802734375,314.2099914550781,158.3463134765625,41.422630310058594,254.7400054931641,22.01000022888184,150.84259033203125,16.988039016723633
2019-03-11,197.96072387695312,76.24916076660156,71.6712417602539,319.20001220703125,160.54978942871094,42.29977035522461,260.95999145507807,22.959999084472656,154.51004028320312,17.24717903137207
2019-03-12,196.71810913085938,76.6705322265625,72.27706909179688,323.760009765625,160.59873962402344,42.01396560668945,263.510009765625,23.489999771118164,153.9236297607422,17.391143798828125
2019-03-13,197.5401306152344,77.04291534423828,72.45146942138672,325.6300048828125,160.71624755859375,43.06850051879883,264.3800048828125,23.3799991607666,153.7546844482422,17.391143798828125
2019-03-14,198.22836303710938,77.39569091796875,73.38774871826172,325.6099853515625,161.41159057617188,42.693992614746094,267.69000244140625,22.81999969482422,153.05894470214844,17.448732376098633
2019-03-15,198.89747619628903,78.2580337524414,74.66364288330078,333.2300109863281,162.9490966796875,43.98506164550781,257.08999633789057,23.290000915527344,153.893798828125,17.573501586914062
2019-03-18,199.2893829345703,77.24870300292969,74.0302963256836,333.25,162.98828125,44.32015228271485,257.760009765625,23.25,160.58270263671875,17.419939041137695
2019-03-19,199.7959747314453,78.35602569580078,74.18634033203125,339.3599853515625,162.76303100585938,45.74919509887695,260.42001342773443,26.0,162.42138671875,17.122407913208008
2019-03-20,199.10777282714844,78.33643341064453,73.82835388183594,339.6600036621094,162.83160400390625,45.49295425415039,259.739990234375,25.70000076293945,163.14691162109375,17.208786010742188
2019-03-21,200.3599548339844,78.45402526855469,74.57186126708984,337.42999267578125,164.76087951660156,47.89768981933594,264.17999267578125,27.88999938964844,168.0983123779297,17.544710159301758
2019-03-22,195.6284027099609,76.40595245361328,73.21334838867188,323.2099914550781,161.82290649414062,46.19269180297852,259.69000244140625,26.3700008392334,163.89260864257812,17.33355712890625
2019-03-25,194.2423858642578,76.66073608398438,72.98387145996094,313.2200012207031,161.6662139892578,46.30110168457031,262.26998901367193,25.96999931335449,166.8157196044922,17.506315231323242
2019-03-26,198.09454345703125,77.41529083251953,74.13126373291016,286.0,163.48773193359375,45.75905227661133,265.58999633789057,25.690000534057614,167.3029022216797,17.669477462768555
2019-03-27,198.0180969238281,77.15070343017578,73.33267211914062,276.3900146484375,163.0274658203125,45.22257995605469,262.33999633789057,24.88999938964844,165.93081665039062,17.515914916992188
2019-03-28,199.3276214599609,77.84646606445312,73.39691925048828,283.8999938964844,171.49856567382812,45.3219223022461,263.52999877929693,25.059999465942386,167.78013610839844,17.38154411315918
2019-03-29,198.61070251464844,78.33643341064453,73.97521209716797,285.5899963378906,172.37997436523438,45.23251342773438,266.489990234375,25.520000457763672,169.54991149902344,17.352754592895508
2019-04-01,202.58712768554688,78.06204986572266,74.1496353149414,277.760009765625,172.6737518310547,46.8121223449707,272.17001342773443,26.36000061035156,172.63209533691406,17.199188232421875
2019-04-02,202.76876831054688,78.02285766601562,76.25166320800781,284.20001220703125,171.743408203125,47.14990234375,271.35000610351557,26.75,172.34376525878906,17.285568237304688
2019-04-03,203.724609375,77.90525817871094,76.26084899902344,284.94000244140625,173.52577209472656,47.338661193847656,271.5,29.020000457763672,170.7032470703125,17.33355712890625
2019-04-04,205.540771484375,77.04291534423828,76.01300048828125,282.8699951171875,173.49639892578125,46.65316772460938,267.8900146484375,29.09000015258789,172.99996948242188,17.275972366333008
2019-04-05,205.9040069580078,77.41529083251953,76.6004638671875,284.9100036621094,174.46591186523438,46.98101425170898,267.45001220703125,28.979999542236328,175.7639923095703,17.535110473632812
2019-04-08,205.5312042236328,76.94490814208984,77.08696746826172,282.95001220703125,175.21022033691406,47.25918579101562,268.8099975585937,28.53000068664551,176.5693359375,17.266372680664062
2019-04-09,202.60626220703125,77.09191131591797,75.9028549194336,281.6499938964844,174.05459594726562,46.702842712402344,268.989990234375,27.239999771118164,174.64047241210938,17.38154411315918
2019-04-10,202.74961853027344,77.3858871459961,76.1415023803711,280.54000854492193,174.7754364013672,47.54729080200195,271.57998657226557,27.82999992370605,177.77239990234375,17.33355712890625
2019-04-11,204.1069641113281,76.93511962890625,75.05836486816406,271.8900146484375,176.11834716796875,46.86179733276367,271.89999389648443,27.790000915527344,179.9199676513672,17.352754592895508
2019-04-12,207.82530212402344,76.75801086425781,75.13278198242188,270.07998657226557,176.39480590820312,46.97107696533203,271.8599853515625,27.85000038146973,179.0748291015625,17.295166015625
2019-04-15,206.30545043945312,76.25618743896484,75.36529541015625,272.29998779296875,177.04653930664062,45.45107650756836,272.22000122070307,27.32999992370605,180.38726806640625,17.36235237121582
2019-04-16,207.3282470703125,75.15416717529297,74.60262298583984,265.95001220703125,176.80953979492188,44.765586853027344,271.42999267578125,27.93000030517578,178.91575622558594,17.112808227539062
2019-04-17,208.03558349609372,71.71034240722656,72.52851867675781,251.4900054931641,176.700927734375,44.68610763549805,269.45001220703125,27.489999771118164,175.79379272460938,16.988039016723633
2019-04-18,209.22085571289062,72.73363494873047,72.14717864990234,256.5599975585937,176.36520385742188,45.01395034790039,270.57000732421875,27.68000030517578,174.39190673828125,17.007234573364258
2019-04-22,208.89585876464844,73.31417846679688,72.68663024902344,260.92999267578125,175.83200073242188,45.04375457763672,272.20999145507807,28.18000030517578,169.1024932861328,16.978439331054688
2019-04-23,209.81349182128903,74.87865447998047,73.16097259521484,262.17999267578125,178.21168518066406,46.20610809326172,278.489990234375,27.96999931335449,171.478759765625,17.036026000976562
2019-04-24,209.41204833984372,75.51822662353516,73.1702880859375,270.82998657226557,178.53753662109375,46.444541931152344,275.45001220703125,28.459999084472656,170.8722686767578,17.016830444335938
2019-04-25,182.30357360839844,76.85639953613281,73.79344177246094,268.1300048828125,177.6883544921875,47.1002311706543,277.66000366210943,27.65999984741211,169.65927124023438,16.882463455200195
2019-04-26,183.2116241455078,77.29917907714844,74.12826538085938,274.91000366210943,178.55728149414062,47.83539581298828,281.9599914550781,27.8799991607666,169.2118682861328,16.7576904296875
2019-04-29,181.8160858154297,77.01383209228516,74.68632507324219,274.0,178.9325408935547,48.083763122558594,286.1400146484375,27.690000534057614,165.81150817871094,16.527345657348633
2019-04-30,181.1469573974609,78.28312683105469,73.8399429321289,277.41000366210943,180.37417602539062,47.89500045776367,289.25,27.6299991607666,165.36410522460938,16.562658309936527
2019-05-01,177.85877990722656,77.47628784179688,73.3749008178711,277.07000732421875,179.03126525878906,48.24271774291992,283.3500061035156,26.809999465942386,162.88841247558594,16.349817276000973
2019-05-02,176.59701538085938,77.51564025878906,72.98426055908203,264.76998901367193,177.13539123535156,49.22624588012695,279.6400146484375,28.290000915527344,165.8214569091797,16.494935989379886
2019-05-03,177.04627990722656,77.42708587646484,73.20748138427734,271.75,174.7556915283203,46.8419303894043,285.5799865722656,28.21999931335449,162.33164978027344,16.378843307495114
2019-05-06,174.9624786376953,77.80099487304688,73.71903228759766,268.95001220703125,174.0447235107422,47.84532928466797,283.6600036621094,27.420000076293945,161.05897521972656,16.262746810913086
2019-05-07,171.21546936035156,75.6756591796875,72.5006103515625,261.98001098632807,171.75389099121094,46.375,277.07000732421875,26.65999984741211,159.73663330078125,15.991863250732422
2019-05-08,170.7088623046875,74.9967269897461,72.53781127929688,260.26998901367193,171.63540649414062,46.51408386230469,276.76998901367193,27.09000015258789,157.70834350585938,15.459769248962402
2019-05-09,167.544921875,75.19351959228516,72.46340942382812,261.94000244140625,172.26736450195312,46.33525848388672,275.79000854492193,27.209999084472656,158.97105407714844,15.59521198272705
2019-05-10,168.09933471679688,75.22303771972656,72.03556823730469,258.92001342773443,172.109375,45.71931076049805,278.48001098632807,27.959999084472656,157.21124267578125,15.720979690551758
2019-05-13,166.38832092285156,74.28829193115234,71.4961166381836,252.3699951171875,168.87059020996094,43.126365661621094,267.70001220703125,26.239999771118164,154.47703552246094,15.585538864135742
2019-05-14,167.47802734375,74.80978393554688,72.95635986328125,256.69000244140625,171.42803955078125,44.407936096191406,271.8599853515625,27.31999969482422,154.8548583984375,15.556513786315918
2019-05-15,166.4361114501953,75.2820816040039,73.2725830078125,259.67999267578125,173.19554138183594,45.97761154174805,276.82000732421875,27.57999992370605,154.9344024658203,15.691956520080565
2019-05-16,164.22805786132812,75.3706283569336,73.94225311279297,262.1400146484375,175.9307403564453,46.98101425170898,283.54998779296875,28.01000022888184,156.3760528564453,15.817724227905273
2019-05-17,161.62806701660156,74.75074005126953,73.9050521850586,260.48001098632807,176.0886993408203,46.08689498901367,279.85000610351557,27.5,157.0620880126953,15.808051109313965
2019-05-20,158.9134063720703,74.55394744873047,74.23987579345703,252.5800018310547,176.29608154296875,43.32505798339844,275.45001220703125,26.68000030517578,157.72825622558594,15.711305618286133
2019-05-21,159.91709899902344,74.80978393554688,75.22576904296875,260.33999633789057,177.31314086914062,43.16610336303711,278.07000732421875,27.35000038146973,160.3729705810547,15.83707332611084
2019-05-22,162.24940490722656,75.03609466552734,75.88614654541016,265.48001098632807,178.12283325195312,42.62963104248047,281.82000732421875,27.40999984741211,165.3342742919922,16.01120948791504
2019-05-23,159.90676879882812,74.41620635986328,75.47691345214844,262.6400146484375,176.0294647216797,41.91433334350586,274.25,26.36000061035156,158.881591796875,16.243402481079098
2019-05-24,160.1188507080078,75.74453735351562,74.46310424804688,270.3900146484375,176.56268310546875,42.0136833190918,274.76998901367193,26.440000534057614,157.181396484375,15.962841033935547
2019-05-28,157.4773712158203,74.49491882324219,72.57501983642578,269.39999389648443,176.14796447753906,43.22571182250977,278.25,29.04999923706055,153.67169189453125,15.808051109313965
2019-05-29,155.59747314453125,74.45555877685547,72.60292053222656,260.3699951171875,175.3777618408203,43.70257568359375,273.3800048828125,28.09000015258789,154.88467407226562,15.537164688110352
2019-05-30,154.8069610595703,75.29191589355469,72.18437957763672,266.3900146484375,176.5725555419922,43.275386810302734,274.510009765625,28.03000068664551,158.47393798828125,15.372699737548828
2019-05-31,154.00680541992188,74.90817260742188,71.34729766845703,261.92001342773443,175.83200073242188,43.08662414550781,270.89999389648443,27.40999984741211,154.10916137695312,15.285629272460938
